id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
14726865,https://www.airbnb.com/rooms/14726865,Rental unit in Munich · 1 bedroom · 1 bed · 1 shared bath,,91678611,Ivana,2016-08-24,"Munich, Germany",,,,f,Neuhausen,1,1,t,,Neuhausen-Nymphenburg,48.14569,11.53166,Shared room in rental unit,Shared room,2,1 shared bath,1,,1,1125,0,,,,,,,,,,f,1,0,0,1,
14976237,https://www.airbnb.com/rooms/14976237,Rental unit in Munich · 1 bedroom · 3 beds · 1 bath,,12448910,Sebas,2014-02-21,"Munich, Germany",,,,f,Laim,1,1,t,,Laim,48.14312,11.49618,Entire rental unit,Entire home/apt,3,1 bath,3,,2,7,0,,,,,,,,,,f,1,1,0,0,
15794305,https://www.airbnb.com/rooms/15794305,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,44987181,Daniel,2015-09-24,"Munich, Germany",,,,f,Alt Moosach,1,1,t,,Moosach,48.18442,11.53336,Entire rental unit,Entire home/apt,2,1 bath,1,,7,1125,1,2020-07-28,2020-07-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02
40839352,https://www.airbnb.com/rooms/40839352,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,317808258,Stefan,2019-12-15,,,,,f,Altstadt - Lehel,1,1,f,,Altstadt-Lehel,48.13635,11.58317,Entire rental unit,Entire home/apt,2,1 bath,1,,2,14,2,2020-10-12,2020-10-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
45776129,https://www.airbnb.com/rooms/45776129,Rental unit in Munich · 1 bedroom · 2 beds · 1.5 baths,,87534103,Alina,2016-08-02,"Bad Reichenhall, Germany",,,,f,,3,3,t,,Schwanthalerhöhe,48.13779,11.5305,Entire rental unit,Entire home/apt,2,1.5 baths,2,,10,42,0,,,,,,,,,,t,3,2,1,0,
42892910,https://www.airbnb.com/rooms/42892910,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,318736185,Emre,2019-12-18,"İstanbul, Turkey",,,0%,f,,1,1,f,,Milbertshofen-Am Hart,48.20318,11.56423,Entire rental unit,Entire home/apt,1,1 bath,1,$170.00,1,1125,1,2020-03-22,2020-03-22,4.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.02
43056523,https://www.airbnb.com/rooms/43056523,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,26602567,Daniel,2015-01-23,France,,,0%,f,,2,7,t,,Schwabing-West,48.15587,11.57712,Entire rental unit,Entire home/apt,2,1 bath,1,$250.00,8,29,2,2020-04-07,2020-05-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04
50368493,https://www.airbnb.com/rooms/50368493,Condo in Munich · ★4.54 · 1 bedroom · 1 bath,,311212245,Mashkur,2019-11-21,"Munich, Germany",,,,f,,1,1,t,,Ludwigsvorstadt-Isarvorstadt,48.13133,11.56511,Entire condo,Entire home/apt,2,1 bath,,,3,365,13,2021-07-06,2022-10-04,4.54,4.62,4.0,4.46,4.77,4.92,4.38,f,1,1,0,0,0.43
44336913,https://www.airbnb.com/rooms/44336913,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,,47417825,Torben,2015-10-25,"Starnberg, Germany",,,67%,f,,1,2,t,,Ludwigsvorstadt-Isarvorstadt,48.12339,11.56491,Entire rental unit,Entire home/apt,2,1 bath,1,,4,9,10,2021-09-01,2023-10-03,5.0,4.9,4.7,4.7,4.8,4.9,4.9,f,1,1,0,0,0.35
38483614,https://www.airbnb.com/rooms/38483614,Rental unit in Neubiberg · 1 bedroom · 2 beds · 1 bath,,89547245,Jäger,2016-08-12,,,,,f,,1,1,f,,Ramersdorf-Perlach,48.07795,11.68178,Entire rental unit,Entire home/apt,2,1 bath,2,$500.00,2,7,0,,,,,,,,,,f,1,1,0,0,
44392308,https://www.airbnb.com/rooms/44392308,Rental unit in Munich · ★4.80 · Studio · 1 bed · 1 bath,,58331101,Loris,2016-02-11,"Gauting, Germany",,,,f,,1,1,t,,Schwabing-Freimann,48.16268,11.58832,Entire rental unit,Entire home/apt,2,1 bath,1,,1,1125,5,2020-09-02,2020-11-08,4.8,5.0,4.4,5.0,5.0,5.0,4.4,t,1,1,0,0,0.12
31938634,https://www.airbnb.com/rooms/31938634,Boutique hotel in Munich · 1 bedroom · 2 beds · 1 private bath,,238680056,Bernd,2019-01-24,"Munich, Germany",,,,f,Schwanthalerhöhe,1,2,f,,Schwanthalerhöhe,48.13616,11.54683,Room in boutique hotel,Private room,2,1 private bath,2,$999.00,5,30,0,,,,,,,,,,f,1,0,1,0,
45020945,https://www.airbnb.com/rooms/45020945,Rental unit in Munich · 1 bedroom · 3 beds · 1 private bath,,8403172,Sarah,2013-08-26,"Munich, Germany",,,,f,,1,3,t,,Schwabing-West,48.16649,11.55926,Private room in rental unit,Private room,3,1 private bath,3,,7,1125,1,2021-06-06,2021-06-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.03
883740269126780105,https://www.airbnb.com/rooms/883740269126780105,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,23088467,Loic,2014-10-28,"Munich, Germany",,,33%,f,,1,1,t,,Au-Haidhausen,48.13411370768525,11.590667903569278,Private room in rental unit,Private room,2,1 bath,1,,1,365,0,,,,,,,,,,f,1,0,1,0,
32602783,https://www.airbnb.com/rooms/32602783,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,2683682,Thomas,2012-06-19,"Munich, Germany",within an hour,100%,0%,f,Untergiesing - Harlaching,1,1,t,,Untergiesing-Harlaching,48.09869,11.56482,Private room in rental unit,Private room,1,1 shared bath,1,$50.00,2,7,17,2019-04-10,2022-10-05,5.0,5.0,5.0,4.88,5.0,4.82,4.94,f,1,0,1,0,0.30
28748441,https://www.airbnb.com/rooms/28748441,Rental unit in Munich · ★4.90 · 1 bedroom · 2 beds · 1.5 shared baths,,216840716,Alex,2018-09-23,"Munich, Germany",within a few hours,100%,87%,t,Aubing - Lochhausen - Landwied,1,1,t,,Aubing-Lochhausen-Langwied,48.14626,11.41185,Private room in rental unit,Private room,2,1.5 shared baths,2,,1,1125,10,2018-09-30,2023-11-30,4.9,5.0,5.0,4.7,4.9,5.0,4.8,f,1,0,1,0,0.16
970188922143212350,https://www.airbnb.com/rooms/970188922143212350,Rental unit in Munich · ★3.0 · 2 bedrooms · 2 beds · 1 bath,,194143358,Niklas,2018-06-07,"Munich, Germany",within an hour,100%,100%,t,,3,5,t,,Ludwigsvorstadt-Isarvorstadt,48.12659422997286,11.570183278917519,Entire rental unit,Entire home/apt,4,1 bath,2,,1,20,3,2023-10-03,2023-10-29,3.0,2.67,2.67,4.0,3.67,4.33,2.0,t,3,3,0,0,1.06
52137504,https://www.airbnb.com/rooms/52137504,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,,73224072,Jörg,2016-05-21,,,,,f,,1,1,t,,Au-Haidhausen,48.12301,11.5899,Entire rental unit,Entire home/apt,2,1 bath,1,,5,180,3,2022-10-03,2022-10-30,5.0,5.0,5.0,5.0,5.0,4.67,4.33,f,1,1,0,0,0.20
703299636485450175,https://www.airbnb.com/rooms/703299636485450175,Rental unit in Munich · 1 bedroom · 1 bed · 1.5 baths,,94845420,Felix,2016-09-12,"Brunswick, Germany",,,,f,,1,1,t,,Neuhausen-Nymphenburg,48.14608,11.51627,Entire rental unit,Entire home/apt,6,1.5 baths,1,,2,21,0,,,,,,,,,,f,1,1,0,0,
1044698600217104480,https://www.airbnb.com/rooms/1044698600217104480,Rental unit in Munich · ★New · 2 bedrooms · 2 beds · 1 bath,,75549113,Alice,2016-06-03,"Munich, Germany",within an hour,96%,100%,f,,5,7,t,,Hadern,48.12730273402443,11.478873982614042,Entire rental unit,Entire home/apt,4,1 bath,2,$97.00,3,365,0,,,,,,,,,,t,4,3,1,0,
973102433384279995,https://www.airbnb.com/rooms/973102433384279995,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,37460682,David Hakan,2015-07-04,"Munich, Germany",within a few hours,100%,14%,f,,1,1,t,,Schwabing-Freimann,48.184681667621575,11.59491766244173,Entire rental unit,Entire home/apt,2,1 bath,1,$90.00,7,365,1,2023-10-15,2023-10-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.41
4427460,https://www.airbnb.com/rooms/4427460,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,15555047,Jesse,2014-05-15,"Munich, Germany",,,,f,,1,1,t,,Ludwigsvorstadt-Isarvorstadt,48.12929,11.57923,Entire rental unit,Entire home/apt,2,1 bath,1,$120.00,3,28,2,2014-11-26,2017-02-04,4.5,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.02
16185624,https://www.airbnb.com/rooms/16185624,Rental unit in Munich · 1 bedroom · 1 bed · 1 shared bath,,8414060,Nici,2013-08-26,"Munich, Germany",,,,f,,1,1,t,"Munich, Bayern, Germany",Ramersdorf-Perlach,48.08555,11.63977,Private room in rental unit,Private room,2,1 shared bath,1,,2,30,1,2019-03-14,2019-03-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.02
19962350,https://www.airbnb.com/rooms/19962350,Rental unit in Munich · 1 bedroom · 1 bed · 2 baths,,40584724,Franziska,2015-08-05,"Munich, Germany",,,,f,,1,1,f,,Maxvorstadt,48.14942,11.56076,Entire rental unit,Entire home/apt,2,2 baths,1,,1,1125,2,2022-02-16,2022-03-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.09
901957284411019711,https://www.airbnb.com/rooms/901957284411019711,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,14241624,Hannah,2014-04-13,"Steinheim am Albuch, Germany",within a few hours,100%,29%,f,,1,1,t,,Sendling-Westpark,48.12466358750404,11.537250240994991,Private room in rental unit,Private room,2,1 shared bath,1,$68.00,2,365,3,2023-06-04,2023-09-06,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1,0,1,0,0.44
634483968249859660,https://www.airbnb.com/rooms/634483968249859660,Rental unit in Munich · ★4.82 · 1 bedroom · 1 bed · 1 bath,,460849132,Jasminka,2022-05-25,"Munich, Germany",within a few hours,100%,90%,t,,1,1,f,,Bogenhausen,48.157627,11.62084,Private room in rental unit,Private room,2,1 bath,1,$59.00,1,365,62,2022-07-25,2023-12-02,4.82,4.85,5.0,4.82,4.95,4.81,4.73,f,1,0,1,0,3.58
28398283,https://www.airbnb.com/rooms/28398283,Rental unit in Munich · 1 bedroom · 1 bed · 1 shared bath,,106388575,Ronja,2016-12-06,"Mainz, Germany",,,,f,Sendling - Westpark,2,3,t,,Sendling-Westpark,48.11577,11.53354,Private room in rental unit,Private room,2,1 shared bath,1,,5,30,1,2021-07-26,2021-07-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,0,1,0,0.03
41279172,https://www.airbnb.com/rooms/41279172,Rental unit in Munich · ★5.0 · 1 bedroom · 2 beds · 1 bath,,282124422,Heidi,2019-08-03,"Munich, Germany",,,,f,Schwanthalerhöhe,1,1,t,"Munich, Bayern, Germany",Schwanthalerhöhe,48.13716,11.54147,Entire rental unit,Entire home/apt,2,1 bath,2,,31,120,4,2020-12-21,2022-07-04,5.0,5.0,4.75,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11
36046927,https://www.airbnb.com/rooms/36046927,Rental unit in Munich · ★4.20 · 1 bedroom · 2 beds · 1 bath,,205832270,K Eins Mysecondhome De,2018-07-29,"Munich, Germany",,,,f,Ramersdorf - Perlach,35,36,t,"Munich, Bavaria, Germany",Ramersdorf-Perlach,48.11174,11.61734,Entire rental unit,Entire home/apt,4,1 bath,2,$999.00,25,180,5,2019-12-26,2021-09-23,4.2,4.6,5.0,5.0,4.6,4.6,4.4,t,33,33,0,0,0.10
46233160,https://www.airbnb.com/rooms/46233160,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,5722604,Sophia,2013-04-01,"Munich, Germany",,,,f,,3,3,f,,Schwabing-West,48.16022,11.57622,Private room in rental unit,Private room,2,1 shared bath,1,,1,14,3,2020-11-07,2020-11-30,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,1,0,1,0,0.08
881127022034099726,https://www.airbnb.com/rooms/881127022034099726,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,512483939,Daniel,2023-04-30,,,,75%,f,,1,1,t,,Ramersdorf-Perlach,48.104071255040694,11.625291887281065,Private room in rental unit,Private room,1,1 bath,1,,2,7,2,2023-05-13,2023-06-15,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,0,1,0,0.26
712697889909644575,https://www.airbnb.com/rooms/712697889909644575,Condo in Munich · ★4.75 · 1 bedroom · 2 beds · 1 bath,,177004151,Monika,2018-03-06,,,,57%,f,,1,1,t,,Obergiesing,48.11785,11.58037,Entire condo,Entire home/apt,4,1 bath,2,,2,365,8,2022-09-22,2023-10-02,4.75,4.75,4.75,4.88,4.75,5.0,4.75,f,1,1,0,0,0.52
712815253991520711,https://www.airbnb.com/rooms/712815253991520711,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,91212715,Nadine,2016-08-22,"Munich, Germany",,,0%,f,Alte Heide - Hirschau,2,2,t,,Maxvorstadt,48.14759,11.57588,Private room in rental unit,Private room,2,1 shared bath,1,,1,365,3,2022-09-29,2022-10-01,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,0,1,0,0.20
715285467295385189,https://www.airbnb.com/rooms/715285467295385189,Rental unit in Munich · 1 bedroom · 1 bed · 1 shared bath,,479399449,Rosanna,2022-09-13,,,,,f,,1,1,t,,Neuhausen-Nymphenburg,48.15942,11.54537,Private room in rental unit,Private room,2,1 shared bath,1,,1,365,1,2022-10-03,2022-10-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.07
979693927507457480,https://www.airbnb.com/rooms/979693927507457480,Rental unit in Munich · 1 bedroom · 2 beds · 1 bath,,535103565,Erik,2023-09-02,,,,100%,f,,3,3,t,,Ludwigsvorstadt-Isarvorstadt,48.13935,11.55231,Private room in rental unit,Private room,2,1 bath,2,,1,365,1,2023-09-24,2023-09-24,3.0,4.0,2.0,2.0,3.0,5.0,4.0,t,3,0,3,0,0.32
983258702705137230,https://www.airbnb.com/rooms/983258702705137230,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,34420331,Jaxon,2015-05-28,"Munich, Germany",,,100%,f,,1,1,t,,Sendling-Westpark,48.1225,11.5346,Private room in rental unit,Private room,2,1 bath,1,,1,365,2,2023-09-30,2023-10-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.68
983859049386813814,https://www.airbnb.com/rooms/983859049386813814,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,11634199,Marisol,2014-01-25,"Munich, Germany",,,,f,,2,3,t,,Au-Haidhausen,48.139504,11.6059246,Entire rental unit,Entire home/apt,4,1 bath,1,,2,2,0,,,,,,,,,,f,1,1,0,0,
970865704771472312,https://www.airbnb.com/rooms/970865704771472312,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,121090015,Igor,2017-03-16,"Munich, Germany",,,0%,f,,1,2,t,,Sendling,48.11285,11.54802,Private room in rental unit,Private room,2,1 bath,1,,1,7,0,,,,,,,,,,f,1,0,1,0,
757701136628935167,https://www.airbnb.com/rooms/757701136628935167,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,196996681,Majo,2018-06-21,"Munich, Germany",,,,f,,1,1,t,,Laim,48.13632,11.49893,Entire rental unit,Entire home/apt,2,1 bath,1,$80.00,2,30,1,2023-01-02,2023-01-02,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08
912446506165380827,https://www.airbnb.com/rooms/912446506165380827,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 private bath,,22183201,Jordy,2014-10-06,"Munich, Germany",within a few hours,100%,95%,t,,3,4,t,,Neuhausen-Nymphenburg,48.1590892,11.5461,Private room in rental unit,Private room,2,1 private bath,1,,1,365,12,2023-08-31,2023-11-04,5.0,5.0,5.0,5.0,5.0,4.92,5.0,f,2,1,1,0,3.05
947300690169654894,https://www.airbnb.com/rooms/947300690169654894,Rental unit in Munich · 1 bedroom · 2 beds · 1 bath,,506398450,Max,2023-03-21,"Munich, Germany",within a day,100%,100%,f,,2,2,t,,Au-Haidhausen,48.12358,11.58742,Entire rental unit,Entire home/apt,5,1 bath,2,$525.00,2,365,1,2023-09-24,2023-09-24,5.0,5.0,4.0,4.0,5.0,5.0,5.0,f,2,2,0,0,0.32
685884778840295492,https://www.airbnb.com/rooms/685884778840295492,Condo in Munich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,57502061,Thomas,2016-02-05,"Munich, Germany",within an hour,100%,80%,t,,2,2,t,,Moosach,48.1837606,11.5232871,Private room in condo,Private room,2,1 shared bath,1,$120.00,1,365,7,2023-05-25,2023-09-29,5.0,5.0,4.43,5.0,5.0,5.0,5.0,f,2,0,2,0,0.97
53864913,https://www.airbnb.com/rooms/53864913,Rental unit in Munich · 2 bedrooms · 3 beds · 2 baths,,76351405,Shahjahan,2016-06-07,"Munich, Germany",,,,f,,1,1,t,,Berg am Laim,48.12783,11.65129,Entire rental unit,Entire home/apt,4,2 baths,3,,2,5,1,2022-10-15,2022-10-15,3.0,4.0,1.0,4.0,4.0,3.0,4.0,f,1,1,0,0,0.07
46295003,https://www.airbnb.com/rooms/46295003,Rental unit in Munich · Studio · 1 bed · 1 bath,,357626983,Alexandre,2020-07-21,"Munich, Germany",,,,f,,1,1,t,,Laim,48.14371,11.50597,Entire rental unit,Entire home/apt,1,1 bath,1,,2,21,0,,,,,,,,,,f,1,1,0,0,
1658891,https://www.airbnb.com/rooms/1658891,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,,8791794,Markus,2013-09-12,"Munich, Germany",,,,f,,1,1,f,,Altstadt-Lehel,48.14206,11.58371,Entire rental unit,Entire home/apt,2,1 bath,1,,20,72,6,2013-09-23,2019-06-30,5.0,5.0,5.0,4.83,5.0,4.83,4.67,f,1,1,0,0,0.05
27898322,https://www.airbnb.com/rooms/27898322,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,210734559,Leo,2018-08-20,"Munich, Germany",,,100%,f,,1,1,t,"Munich, BY, Germany",Neuhausen-Nymphenburg,48.14837,11.53516,Private room in rental unit,Private room,2,1 shared bath,1,,1,1,7,2018-08-26,2023-09-24,5.0,5.0,5.0,5.0,5.0,5.0,4.57,f,1,0,1,0,0.11
979349807814870574,https://www.airbnb.com/rooms/979349807814870574,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,21321238,Gerrit,2014-09-14,"Munich, Germany",a few days or more,0%,0%,f,,1,1,t,,Ludwigsvorstadt-Isarvorstadt,48.1260369,11.5725897,Private room in rental unit,Private room,2,1 bath,1,$90.00,1,365,0,,,,,,,,,,f,1,0,1,0,
7068199,https://www.airbnb.com/rooms/7068199,Rental unit in Munich · 1 bedroom · 1 bed · 1.5 shared baths,,37056082,Julia,2015-06-29,"Munich, Germany",,,17%,f,Au - Haidhausen,2,4,f,,Au-Haidhausen,48.12536,11.59706,Private room in rental unit,Private room,2,1.5 shared baths,1,,2,6,0,,,,,,,,,,f,2,1,1,0,
41664729,https://www.airbnb.com/rooms/41664729,Rental unit in Munich · Studio · 1 bed · 1 bath,,115782398,Adham,2017-02-10,"Düsseldorf, Germany",,,,f,,1,7,t,,Laim,48.13721,11.50752,Entire rental unit,Entire home/apt,2,1 bath,1,$50.00,1,1125,1,2020-02-23,2020-02-23,5.0,5.0,5.0,5.0,5.0,2.0,5.0,t,1,1,0,0,0.02
3867968,https://www.airbnb.com/rooms/3867968,Rental unit in Munich · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,,8127291,Marie,2013-08-13,"Munich, Germany",,,,f,,1,2,t,,Schwabing-Freimann,48.15909,11.58793,Private room in rental unit,Private room,1,1 shared bath,1,,1,30,6,2019-12-01,2022-10-03,4.83,5.0,4.33,4.67,4.83,5.0,4.67,t,1,0,1,0,0.12
1394833,https://www.airbnb.com/rooms/1394833,Rental unit in Munich · ★5.0 · 1 bedroom · 1 bed · 1 bath,,7367613,Eva,2013-07-09,"Munich, Germany",,,,f,Au - Haidhausen,1,1,t,,Au-Haidhausen,48.12553,11.57616,Entire rental unit,Entire home/apt,2,1 bath,1,,5,1125,8,2013-10-07,2017-09-08,5.0,5.0,5.0,5.0,5.0,5.0,4.86,f,1,1,0,0,0.06
1608496,https://www.airbnb.com/rooms/1608496,Rental unit in Munich · ★4.75 · 1 bedroom · 1 bed · 1 bath,,8567254,Nina,2013-09-01,"Munich, Germany",,,,f,Schwanthalerhöhe,1,1,t,,Schwanthalerhöhe,48.1356,11.54227,Entire rental unit,Entire home/apt,2,1 bath,1,,3,15,24,2013-09-29,2019-09-30,4.75,4.92,4.67,4.92,4.83,4.88,4.58,f,1,1,0,0,0.19
652764465509149961,https://www.airbnb.com/rooms/652764465509149961,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,327422231,Lukas,2020-01-14,"Munich, Germany",within an hour,100%,50%,f,,1,1,t,,Maxvorstadt,48.15328,11.56937,Entire rental unit,Entire home/apt,2,1 bath,1,,3,365,1,2023-07-30,2023-07-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.20
19137070,https://www.airbnb.com/rooms/19137070,Rental unit in Munich · ★4.74 · 1 bedroom · 2 beds · 1 bath,,133737739,Matthias,2017-06-06,"Munich, Germany",,,75%,f,Ramersdorf - Perlach,1,1,t,,Ramersdorf-Perlach,48.08365,11.63958,Entire rental unit,Entire home/apt,3,1 bath,2,,3,17,27,2017-06-18,2023-09-18,4.74,4.93,4.56,4.96,4.93,4.62,4.85,f,1,1,0,0,0.34
9229766,https://www.airbnb.com/rooms/9229766,Rental unit in Munich · 3 bedrooms · 3 beds · 1 bath,,9366334,Melanie,2013-10-11,"Munich, Germany",,,35%,f,Sendling - Westpark,4,7,t,"Munich, Bayern, Germany",Sendling-Westpark,48.12368,11.53492,Entire rental unit,Entire home/apt,3,1 bath,3,,20,1125,0,,,,,,,,,,f,4,4,0,0,
688230309883011873,https://www.airbnb.com/rooms/688230309883011873,Rental unit in Munich · ★5.0 · 1 bedroom · 2 beds · 1 bath,,95564678,Natalia,2016-09-17,"Munich, Germany",a few days or more,0%,67%,f,,1,1,t,,Obergiesing,48.10885,11.58685,Entire rental unit,Entire home/apt,3,1 bath,2,,5,365,5,2022-08-29,2023-09-27,5.0,4.8,4.8,5.0,5.0,4.8,4.8,f,1,1,0,0,0.31
14971260,https://www.airbnb.com/rooms/14971260,Rental unit in Munich · ★4.25 · 1 bedroom · 2 beds · 1.5 baths,,9420691,Laura,2013-10-14,"Munich, Germany",,,,f,Altstadt - Lehel,1,1,t,"Munich, Bayern, Germany",Altstadt-Lehel,48.13622,11.58452,Entire rental unit,Entire home/apt,4,1.5 baths,2,,4,20,12,2016-10-31,2020-01-01,4.25,4.67,4.0,4.67,4.75,4.83,4.42,f,1,1,0,0,0.14
16654939,https://www.airbnb.com/rooms/16654939,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,25840013,Conny,2015-01-09,"Munich, Germany",,,,f,Altbogenhausen,1,1,f,,Bogenhausen,48.14123,11.60479,Entire rental unit,Entire home/apt,2,1 bath,1,$600.00,1,10,2,2017-06-02,2017-06-30,3.5,3.5,4.0,4.5,4.5,5.0,3.5,f,1,1,0,0,0.03
28628133,https://www.airbnb.com/rooms/28628133,Rental unit in Munich · ★5.0 · 1 bedroom · 2 beds · 1 bath,,62782400,Tufan,2016-03-13,"Munich, Germany",,,,f,Schwabing - West,1,2,t,,Schwabing-West,48.16245,11.56356,Entire rental unit,Entire home/apt,1,1 bath,2,$56.00,4,60,13,2018-09-25,2021-07-31,5.0,5.0,4.85,5.0,5.0,5.0,4.85,t,1,1,0,0,0.20
30169841,https://www.airbnb.com/rooms/30169841,Tent in Munich · 1 bedroom · 1 bed · 1 shared bath,,176165882,Stoke,2018-03-02,"Barcelona, Spain",within an hour,100%,92%,f,Pasing - Obermenzing,17,33,t,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09132,11.54471,Private room in tent,Private room,1,1 shared bath,1,"$1,000.00",2,18,0,,,,,,,,,,t,11,0,6,5,
28292801,https://www.airbnb.com/rooms/28292801,Rental unit in Munich · 1 bedroom · 1 bed · 1 bath,,43682433,Patrick,2015-09-08,"Munich, Germany",,,0%,f,,1,2,f,,Pasing-Obermenzing,48.14599,11.47901,Entire rental unit,Entire home/apt,2,1 bath,1,$150.00,1,1125,1,2018-09-30,2018-09-30,2.0,3.0,1.0,5.0,4.0,4.0,4.0,f,1,1,0,0,0.02
30008225,https://www.airbnb.com/rooms/30008225,Rental unit in Munich · ★4.86 · 1 bedroom · 3 beds · 1 bath,,225567490,Stefan,2018-11-13,,within an hour,100%,98%,f,Trudering - Riem,1,1,t,"Munich, Bayern, Germany",Tudering-Riem,48.11092,11.7025,Entire rental unit,Entire home/apt,4,1 bath,3,$99.00,2,21,125,2018-11-16,2023-11-12,4.86,4.78,4.76,4.89,4.87,4.77,4.74,t,1,1,0,0,2.01
35536976,https://www.airbnb.com/rooms/35536976,Rental unit in Munich · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,,6812624,Lisa,2013-06-09,"Munich, Germany",within an hour,100%,100%,f,Altstadt - Lehel,2,2,t,"Munich, Bayern, Germany",Altstadt-Lehel,48.14171,11.59091,Private room in rental unit,Private room,2,1 shared bath,1,$110.00,2,7,26,2019-06-29,2023-10-24,4.96,5.0,5.0,5.0,5.0,4.96,4.77,t,1,0,1,0,0.48
41929743,https://www.airbnb.com/rooms/41929743,Rental unit in Munich · ★5.0 · 1 bedroom · 3 beds · 1 bath,,52570399,Intila,2015-12-28,"Munich, Germany",,,,f,,1,1,t,"Munich, Bayern, Germany",Laim,48.13526,11.51876,Entire rental unit,Entire home/apt,2,1 bath,3,,3,1125,3,2020-08-17,2020-10-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.07
42947597,https://www.airbnb.com/rooms/42947597,Aparthotel in Munich · Studio · 1 bed · 1 bath,,340616568,Michael,2020-03-07,,,,,f,,6,6,t,"Munich, Bayern, Germany",Tudering-Riem,48.12137,11.66522,Room in aparthotel,Entire home/apt,1,1 bath,1,,1,1125,0,,,,,,,,,,t,6,6,0,0,
51965130,https://www.airbnb.com/rooms/51965130,Rental unit in Munich · 1 bedroom · 2 beds · 1 bath,,35355094,Alida,2015-06-09,"Munich, Germany",,,,f,,1,2,t,"Munich, Bayern, Germany",Ramersdorf-Perlach,48.0983,11.64688,Entire rental unit,Entire home/apt,3,1 bath,2,,2,107,1,2022-09-28,2022-09-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.07
